	adjusted Student P	Student P	log2FC	Protein Group	Top	Accession	Significance	Coverage (%)	#Peptides	#Unique	PTM	ADRNOR_4H_1_1_2792 Area	ADRNOR_4H_1_2_2793 Area	ADRNOR_4H_2_1_2795 Area	ADRNOR_4H_2_2_2796 Area	ADRNOR_4H_3_1_2798 Area	ADRNOR_4H_3_2_2799 Area	ADR_4H_1_1_2772 Area	ADR_4H_1_2_2773 Area	ADR_4H_2_1_2775 Area	ADR_4H_2_2_2776 Area	ADR_4H_3_1_2778 Area	ADR_4H_3_2_2779 Area	CTRL_4H_1_1_2752 Area	CTRL_4H_1_2_2753 Area	CTRL_4H_2_1_2755 Area	CTRL_4H_2_2_2756 Area	CTRL_4H_3_1_2758 Area	CTRL_4H_3_2_2759 Area	NOR_4H_1_1_2781 Area	NOR_4H_1_2_2782 Area	NOR_4H_2_1_2786 Area	NOR_4H_2_2_2787 Area	NOR_4H_3_1_2789 Area	NOR_4H_3_2_2790 Area	TNF_4H_1_1_2761 Area	TNF_4H_1_2_2762 Area	TNF_4H_2_1_2764 Area	TNF_4H_2_2_2765 Area	TNF_4H_3_1+_2769 Area	TNF_4H_3_2_2770 Area	ADRNOR_24H_1_1_2931 Area	ADRNOR_24H_1_2_2932 Area	ADRNOR_24H_2_1_2934 Area	ADRNOR_24H_2_2_2935 Area	ADRNOR_24H_3_1_2937 Area	ADRNOR_24H_3_2_2938 Area	ADR_24H_1_1_2911 Area	ADR_24H_1_2_2912 Area	ADR_24H_2_1_2914 Area	ADR_24H_2_2_2915 Area	ADR_24H_3_1_2917 Area	ADR_24H_3_2_2918 Area	CTRL_24H_1_1_2840 Area	CTRL_24H_1_2_2841 Area	CTRL_24H_2_1_2843 Area	CTRL_24H_2_2_2844 Area	CTRL_24H_3_1_2846 Area	CTRL_24H_3_2_2847 Area	NOR_24H_1_1_2920 Area	NOR_24H_1_2_2921 Area	NOR_24H_2_1_2925 Area	NOR_24H_2_2_2926 Area	NOR_24H_3_1_2928 Area	NOR_24H_3_2_2929 Area	TNF_24H_1_1_2849 Area	TNF_24H_1_2_2850 Area	TNF_24H_2_1_2852 Area	TNF_24H_3_1_2908 Area	TNF_24H_3_2_2909 Area	POOL_3_2923 Area	221212_POOL_4_2940 Area	221207_POOL_4_2801 Area	221207_POOL_3_2784 Area	221207_POOL_2_2767 Area	221207_POOL_1_2750 Area	Sample Profile (Ratio)	ADRNOR_4H Area	ADR_4H Area	CTRL_4H Area	NOR_4H Area	TNF_4H Area	ADRNOR_24H Area	ADR_24H Area	CTRL_24H Area	NOR_24H Area	TNF_24H Area	POOL Area	Group Profile (Ratio)	Avg. Mass	Description
2162	0.021775516130341517	0.00034420218305733513	1.0532408293381614	4030	True	C9JQ41|C9JQ41_HUMAN	19.65	34.62	4	4	Carbamidomethylation	4603.6577	7530.587	11059.351	10710.83	8822.513	7913.9688	10445.841	7707.586	3892.4465	4359.984	9206.362	6155.4766	3860.6394	4249.581	3631.5552	4198.5703	3625.186	4380.97	3966.2612	5264.1094	3928.514	4344.75	9002.865	4422.7266	4129.0376	12474.916	5513.036	4809.259	7858.129	11208.924	4898.6426	6873.512	5575.492	6698.002	4441.912	4527.758	3886.2207	3940.6362	5460.393	7656.5713	7784.141	8135.378	6445.6064	6285.55	6370.7993	7804.1323	7305.3833	7283.3145	4300.8643	3637.8274	3553.6853	4653.594	4937.1367	5061.4766	4805.0107	5295.3877	5479.5864	5239.65	5272.4062	8227.311	5232.2036	5311.0107	4828.135	4513.9414	28323.16	1.00:1.64:2.40:2.33:1.92:1.72:2.27:1.67:0.85:0.95:2.00:1.34:0.84:0.92:0.79:0.91:0.79:0.95:0.86:1.14:0.85:0.94:1.96:0.96:0.90:2.71:1.20:1.04:1.71:2.43:1.06:1.49:1.21:1.45:0.96:0.98:0.84:0.86:1.19:1.66:1.69:1.77:1.40:1.37:1.38:1.70:1.59:1.58:0.93:0.79:0.77:1.01:1.07:1.10:1.04:1.15:1.19:1.14:1.15:1.79:1.14:1.15:1.05:0.98:6.15	8633.124	7581.385	3991.0837	5389.4736	8018.5176	5502.553	6625.4414	6915.798	4797.6797	5218.408	9612.317	1.00:0.88:0.46:0.62:0.93:0.64:0.77:0.80:0.56:0.60:1.11	15297	Coiled-coil domain-containing protein 58 OS=Homo sapiens OX=9606 GN=MIX23 PE=1 SV=1
2408	0.001469764336575253	4.340106604443165e-06	1.809962375641513	5612	True	Q53FT3|HIKES_HUMAN	70.04	19.29	3	3	Carbamidomethylation	20889.457	20702.008	20001.7	21431.0	20854.354	19042.664	20678.055	7162.977	23334.986	22633.281	23648.14	10860.971	2995.6377	2819.9082	6165.7944	5693.8936	6278.217	6660.534	20981.53	21244.53	18895.012	18436.748	7119.424	19698.629	22743.69	9206.621	9611.888	20943.09	20907.037	20947.66	12926.347	13508.962	14813.759	13788.6	14143.521	15689.262	15254.693	14777.9375	17493.688	16956.713	5485.178	10059.991	20024.635	18643.592	17984.826	18066.395	18285.176	18914.95	15661.119	14080.275	13341.186	8712.037	18310.988	17712.139	21018.027	19256.09	19083.527	18063.152	18583.262	16301.409	14410.661	22096.068	9131.171	8094.4443	23509.809	1.00:0.99:0.96:1.03:1.00:0.91:0.99:0.34:1.12:1.08:1.13:0.52:0.14:0.13:0.30:0.27:0.30:0.32:1.00:1.02:0.90:0.88:0.34:0.94:1.09:0.44:0.46:1.00:1.00:1.00:0.62:0.65:0.71:0.66:0.68:0.75:0.73:0.71:0.84:0.81:0.26:0.48:0.96:0.89:0.86:0.86:0.88:0.91:0.75:0.67:0.64:0.42:0.88:0.85:1.01:0.92:0.91:0.86:0.89:0.78:0.69:1.06:0.44:0.39:1.13	20486.863	18053.068	5102.331	17729.312	17393.332	14145.075	13338.033	18653.262	14636.29	19200.81	15590.594	1.00:0.88:0.25:0.87:0.85:0.69:0.65:0.91:0.71:0.94:0.76	21628	Protein Hikeshi OS=Homo sapiens OX=9606 GN=HIKESHI PE=1 SV=2
2423	0.03385272919251799	0.0008223702062200177	0.6968654604970013	2770	True	P49184|DNSL1_HUMAN	66.76	40.07	8	8	Carbamidomethylation	12149.429	10638.686	9576.406	8961.669	12970.774	13721.961	7397.689	7709.1885	5000.137	5270.5464	18516.166	13965.702	8843.334	7538.8643	5217.619	5824.4907	6524.324	7570.6035	10848.78	11256.072	7230.95	8317.777	7830.5605	10767.546	13392.108	16084.311	12104.169	12846.019	14120.92	12412.799	15389.231	18873.479	13599.534	14106.819	13702.556	14063.682	9635.407	9152.515	11836.272	12921.35	6842.114	9640.014	15654.425	14932.83	18794.764	19220.334	14243.588	18139.043	7271.582	6974.823	6008.01	6219.2637	13081.398	13607.578	17029.328	17243.785	15394.666	11456.053	10845.087	12936.447	11992.314	12315.341	11552.86	11888.333	18697.805	1.00:0.88:0.79:0.74:1.07:1.13:0.61:0.63:0.41:0.43:1.52:1.15:0.73:0.62:0.43:0.48:0.54:0.62:0.89:0.93:0.60:0.68:0.64:0.89:1.10:1.32:1.00:1.06:1.16:1.02:1.27:1.55:1.12:1.16:1.13:1.16:0.79:0.75:0.97:1.06:0.56:0.79:1.29:1.23:1.55:1.58:1.17:1.49:0.60:0.57:0.49:0.51:1.08:1.12:1.40:1.42:1.27:0.94:0.89:1.06:0.99:1.01:0.95:0.98:1.54	11336.487	9643.238	6919.873	9375.281	13493.388	14955.883	10004.612	16830.832	8860.442	14393.783	13230.518	1.00:0.85:0.61:0.83:1.19:1.32:0.88:1.48:0.78:1.27:1.17	33893	Deoxyribonuclease-1-like 1 OS=Homo sapiens OX=9606 GN=DNASE1L1 PE=1 SV=1
2745	0.04052745304636224	0.0013164206565346081	0.4841549776638576	2640	True	P51116|FXR2_HUMAN	11.75	13.08	9	6	Carbamidomethylation	6882.105	10575.007	9914.771	10040.418	8346.511	8374.83	13013.664	11889.292	6496.312	10835.301	4200.6045	7800.0664	6393.1245	5809.089	6766.0723	7020.8955	6637.698	5214.1533	9647.966	9723.051	5089.0835	10410.23	10684.468	7855.8716	5521.423	10252.093	10812.8	5523.6304	13645.468	4241.6025	8108.8945	4246.881	8871.52	4224.7666	3359.2493	7051.4927	7595.876	7468.348	8865.159	4978.2324	7425.3584	7545.049	7321.72	6746.958	5722.3086	7047.2627	5999.971	5538.276	7103.734	6714.5215	6177.784	7635.433	4360.823	8849.491	6868.292	6995.5	5358.798	5478.5796	4562.007	9204.233	8882.044	9123.485	6256.0684	5155.2783	11872.618	1.00:1.54:1.44:1.46:1.21:1.22:1.89:1.73:0.94:1.57:0.61:1.13:0.93:0.84:0.98:1.02:0.96:0.76:1.40:1.41:0.74:1.51:1.55:1.14:0.80:1.49:1.57:0.80:1.98:0.62:1.18:0.62:1.29:0.61:0.49:1.02:1.10:1.09:1.29:0.72:1.08:1.10:1.06:0.98:0.83:1.02:0.87:0.80:1.03:0.98:0.90:1.11:0.63:1.29:1.00:1.02:0.78:0.80:0.66:1.34:1.29:1.33:0.91:0.75:1.73	9022.273	9039.206	6306.839	8901.778	8332.836	5977.134	7313.004	6396.083	6806.9644	5852.6353	8415.621	1.00:1.00:0.70:0.99:0.92:0.66:0.81:0.71:0.75:0.65:0.93	74223	Fragile X mental retardation syndrome-related protein 2 OS=Homo sapiens OX=9606 GN=FXR2 PE=1 SV=2
2906	0.011273542180625094	9.399514064095961e-05	1.6179700721531596	887	True	Q9H792|PEAK1_HUMAN	89.47	6.53	8	8	Carbamidomethylation; Deamidation (NQ)	7128.737	16367.652	16667.23	15248.52	20522.475	19555.656	9795.372	13174.626	5566.2173	4673.224	17307.404	16180.797	4758.9067	4770.5244	4938.9873	6062.214	6115.039	5861.212	14519.918	13819.596	14133.541	14150.898	13047.823	14433.199	18507.318	19692.367	16737.178	14871.069	20711.893	19578.625	14324.828	13363.196	13209.799	12202.553	15350.593	13916.9375	11247.122	11959.964	14701.568	14389.623	8476.218	9003.983	21997.139	21824.426	21601.898	21834.37	21332.705	21231.176	12962.17	7513.3613	6575.562	6631.8496	21170.06	20773.553	19440.963	16334.865	15322.145	20917.523	19562.266	14194.865	14381.632	16252.95	17893.838	17098.15	19823.426	1.00:2.30:2.34:2.14:2.88:2.74:1.37:1.85:0.78:0.66:2.43:2.27:0.67:0.67:0.69:0.85:0.86:0.82:2.04:1.94:1.98:1.99:1.83:2.02:2.60:2.76:2.35:2.09:2.91:2.75:2.01:1.87:1.85:1.71:2.15:1.95:1.58:1.68:2.06:2.02:1.19:1.26:3.09:3.06:3.03:3.06:2.99:2.98:1.82:1.05:0.92:0.93:2.97:2.91:2.73:2.29:2.15:2.93:2.74:1.99:2.02:2.28:2.51:2.40:2.78	15915.045	11116.273	5417.8135	14017.496	18349.742	13727.984	11629.746	21636.953	12604.426	18315.55	16607.477	1.00:0.70:0.34:0.88:1.15:0.86:0.73:1.36:0.79:1.15:1.04	193106	Inactive tyrosine-protein kinase PEAK1 OS=Homo sapiens OX=9606 GN=PEAK1 PE=1 SV=4
2917	0.04241017079721784	0.00147232758106843	0.6719143813881221	6475	True	Q96A73|P33MX_HUMAN	61.9	3.93	1	1		519.4935	563.90784	727.1898	748.2311	888.70123	954.0205	527.09875	537.97705	597.38904	754.3819	686.7651	710.5839	478.24368	462.76083	424.0508	452.03897	462.48273	497.62573	627.6846	651.67084	669.07733	694.9335	500.9886	508.94717	587.33496	581.8479	629.33826	665.9389	710.0312	800.2957	974.9629	1005.72125	757.07385	874.11163	518.4362	522.2837	374.11972	358.5266	730.68445	664.93896	1205.5549	257.132	1097.7734	1062.1515	1348.9279	1185.3574	1147.1235	1207.2722	462.81274	452.7672	467.44122	465.89142	585.183	509.08078	1167.7433	1084.0571	1131.2356	714.72437	694.92114	587.6373	649.3146	617.8117	670.1149	544.99615	1182.7805	1.00:1.09:1.40:1.44:1.71:1.84:1.01:1.04:1.15:1.45:1.32:1.37:0.92:0.89:0.82:0.87:0.89:0.96:1.21:1.25:1.29:1.34:0.96:0.98:1.13:1.12:1.21:1.28:1.37:1.54:1.88:1.94:1.46:1.68:1.00:1.01:0.72:0.69:1.41:1.28:2.32:0.49:2.11:2.04:2.60:2.28:2.21:2.32:0.89:0.87:0.90:0.90:1.13:0.98:2.25:2.09:2.18:1.38:1.34:1.13:1.25:1.19:1.29:1.05:2.28	733.5907	635.6993	462.86713	608.88367	662.4645	775.4316	598.4928	1174.7677	490.5294	958.5363	708.7759	1.00:0.87:0.63:0.83:0.90:1.06:0.82:1.60:0.67:1.31:0.97	33247	Putative monooxygenase p33MONOX OS=Homo sapiens OX=9606 GN=KIAA1191 PE=1 SV=1
3000	0.018371738076296853	0.00024523841915649483	0.3078925387016387	858	True	Q9Y4K0|LOXL2_HUMAN	78.42	25.97	15	15	Carbamidomethylation; Deamidation (NQ)	21536.018	21393.588	19172.775	19475.957	22481.812	20239.902	16932.652	16993.617	22779.02	23159.215	20502.342	22047.336	17696.611	18422.865	15609.081	15589.054	17100.848	16523.22	19007.73	18791.482	19756.898	20147.064	18562.06	18645.055	16602.11	16720.695	17069.377	16387.879	16396.027	15442.343	14364.97	15022.289	15485.14	15038.662	19029.477	18443.293	17692.29	17941.95	16893.896	16644.422	9470.287	9975.739	16043.151	18703.43	14740.486	15007.635	15377.42	13873.373	15655.66	16057.664	15416.311	14622.021	18264.986	17917.402	24574.6	23781.209	23843.592	24796.617	23657.432	18722.25	19407.336	19657.621	19177.633	19343.473	16860.979	1.00:0.99:0.89:0.90:1.04:0.94:0.79:0.79:1.06:1.08:0.95:1.02:0.82:0.86:0.72:0.72:0.79:0.77:0.88:0.87:0.92:0.94:0.86:0.87:0.77:0.78:0.79:0.76:0.76:0.72:0.67:0.70:0.72:0.70:0.88:0.86:0.82:0.83:0.78:0.77:0.44:0.46:0.74:0.87:0.68:0.70:0.71:0.64:0.73:0.75:0.72:0.68:0.85:0.83:1.14:1.10:1.11:1.15:1.10:0.87:0.90:0.91:0.89:0.90:0.78	20716.676	20402.363	16823.613	19151.715	16601.445	16411.86	14881.824	15992.385	16322.341	24302.746	19014.8	1.00:0.98:0.81:0.92:0.80:0.79:0.72:0.77:0.79:1.17:0.92	86725	Lysyl oxidase homolog 2 OS=Homo sapiens OX=9606 GN=LOXL2 PE=1 SV=1
3042	0.02683618792441379	0.00047547180272541363	2.5706481814682594	4445	True	B4DRN8|B4DRN8_HUMAN	70.12	16.1	3	3		260.38834	621.54974	1477.5253	1197.8837	1147.181	1430.4747	1211.134	798.2787	188.85435	162.33015	1049.804	1189.922	182.12093	172.30765	141.12328	211.99284	243.69125	273.53326	884.3325	1013.00006	1037.2103	996.7661	243.1503	153.30539	1653.9463	1401.4777	1234.3906	1072.606	1587.844	1595.1664	1221.801	1118.1217	996.2315	967.66486	900.1543	302.45764	575.3579	288.4932	765.915	837.0466	1010.7958	843.89624	1491.217	1496.7712	1466.7676	1336.0826	1295.9451	1447.6934	367.38586	386.9429	180.30864	165.06564	891.8225	348.7228	1205.7255	1374.5875	1107.1886	1012.3162	1212.1256	1107.6201	1036.4225	1029.977	1173.7931	1032.4888	1256.4105	1.00:2.39:5.67:4.60:4.41:5.49:4.65:3.07:0.73:0.62:4.03:4.57:0.70:0.66:0.54:0.81:0.94:1.05:3.40:3.89:3.98:3.83:0.93:0.59:6.35:5.38:4.74:4.12:6.10:6.13:4.69:4.29:3.83:3.72:3.46:1.16:2.21:1.11:2.94:3.21:3.88:3.24:5.73:5.75:5.63:5.13:4.98:5.56:1.41:1.49:0.69:0.63:3.42:1.34:4.63:5.28:4.25:3.89:4.66:4.25:3.98:3.96:4.51:3.97:4.83	1022.5005	766.7205	204.1282	721.2941	1424.2385	917.7385	720.2508	1422.4128	390.04138	1182.3887	1106.1187	1.00:0.75:0.20:0.71:1.39:0.90:0.70:1.39:0.38:1.16:1.08	33744	Palmitoyltransferase OS=Homo sapiens OX=9606 GN=ZDHHC20 PE=1 SV=1
3079	0.04117307673272983	0.0013638223986224799	0.9422448715101694	2135	True	A0A087WUB9|A0A087WUB9_HUMAN	81.47	18.13	9	9	Carbamidomethylation	3769.2324	3029.905	2745.282	4284.1826	5852.44	5434.0576	3782.2832	3567.12	2186.6418	2313.4507	6319.8438	7087.8545	2104.8315	1959.1875	2076.906	1964.1343	2747.7659	2507.2073	4280.6377	4073.439	3825.191	4429.3867	5178.065	4446.308	7167.323	8015.8486	5115.4673	5489.4253	6091.1797	6228.8867	5067.8184	4595.9185	4937.091	6151.6265	4710.477	6831.9224	4493.2	4153.7285	6275.333	5935.616	3539.9365	3089.267	7565.465	6830.454	5790.859	7829.7095	5780.9185	7853.286	3369.3162	3423.6296	2585.1223	2741.8672	4046.717	6379.712	3610.2673	7198.9785	5626.7686	8601.485	7215.4526	6073.676	6310.2686	6160.718	6911.99	4409.2666	6261.1997	1.00:0.80:0.73:1.14:1.55:1.44:1.00:0.95:0.58:0.61:1.68:1.88:0.56:0.52:0.55:0.52:0.73:0.67:1.14:1.08:1.01:1.18:1.37:1.18:1.90:2.13:1.36:1.46:1.62:1.65:1.34:1.22:1.31:1.63:1.25:1.81:1.19:1.10:1.66:1.57:0.94:0.82:2.01:1.81:1.54:2.08:1.53:2.08:0.89:0.91:0.69:0.73:1.07:1.69:0.96:1.91:1.49:2.28:1.91:1.61:1.67:1.63:1.83:1.17:1.66	4185.8496	4209.532	2266.0388	4372.171	6351.355	5382.4756	5367.6064	6941.7817	3757.7273	6450.5903	6021.1865	1.00:1.01:0.54:1.04:1.52:1.29:1.28:1.66:0.90:1.54:1.44	65703	Beta-catenin-like protein 1 OS=Homo sapiens OX=9606 GN=CTNNBL1 PE=1 SV=1
3135	0.04357628923941399	0.001560562654552197	0.9912284263871776	2091	True	A0A6Q8PH57|A0A6Q8PH57_HUMAN	31.68	10.62	6	6	Deamidation (NQ)	5866.0205	6276.802	8010.7227	7828.749	11527.34	11085.226	6565.709	4219.0625	6077.152	5328.9854	6877.732	10011.197	4456.255	3560.4536	6352.892	3154.1753	4777.19	3537.763	5971.145	5120.555	7304.848	4485.7134	6785.2334	5812.5996	7011.067	6112.0557	8795.055	8714.43	9399.157	9650.413	10871.204	9567.446	8800.011	8819.759	9097.737	8815.838	4980.798	5796.8735	7577.518	8640.279	29526.523	29889.54	7022.2354	7553.538	7889.6416	8287.391	6330.2104	12598.37	6093.545	6200.545	5684.0684	5856.834	8750.316	9038.876	6957.477	6819.6323	6500.82	14726.351	11713.995	8399.363	8819.059	7290.75	7898.3496	8152.532	12671.763	1.00:1.07:1.37:1.33:1.97:1.89:1.12:0.72:1.04:0.91:1.17:1.71:0.76:0.61:1.08:0.54:0.81:0.60:1.02:0.87:1.25:0.76:1.16:0.99:1.20:1.04:1.50:1.49:1.60:1.65:1.85:1.63:1.50:1.50:1.55:1.50:0.85:0.99:1.29:1.47:5.03:5.10:1.20:1.29:1.34:1.41:1.08:2.15:1.04:1.06:0.97:1.00:1.49:1.54:1.19:1.16:1.11:2.51:2.00:1.43:1.50:1.24:1.35:1.39:2.16	8432.477	6513.306	4306.4546	5913.349	8280.363	9328.666	14585.066	8280.231	6937.3643	9343.655	8871.97	1.00:0.77:0.51:0.70:0.98:1.11:1.73:0.98:0.82:1.11:1.05	82177	Kinesin-like protein OS=Homo sapiens OX=9606 GN=KIF2A PE=1 SV=1
3136	0.035697029904366136	0.0009469975073972954	1.6367994078497823	3625	True	Q9NTJ4|MA2C1_HUMAN	63.87	3.85	3	3	Carbamidomethylation	10174.806	9056.903	18773.809	16594.504	27538.701	26480.867	13179.456	12289.796	6351.7427	7268.3516	19363.246	18910.338	5206.276	5220.392	5992.2617	5374.9014	7647.1445	8807.992	12054.3	12094.54	12946.893	13352.179	11077.187	10362.339	14976.201	14283.058	21245.928	21406.43	24585.148	21119.219	30224.281	31296.639	25463.793	25796.969	13101.414	11772.472	9518.324	8091.4717	19536.713	20777.951	1494.0233	2257.484	23977.73	23125.77	26137.215	29829.744	26569.209	25916.316	10329.181	8898.548	5825.2505	7057.5005	8589.245	10221.226	29482.102	30656.105	24658.99	17848.062	18154.924	24418.498	21904.879	12957.906	15251.343	13926.905	44449.332	1.00:0.89:1.85:1.63:2.71:2.60:1.30:1.21:0.62:0.71:1.90:1.86:0.51:0.51:0.59:0.53:0.75:0.87:1.18:1.19:1.27:1.31:1.09:1.02:1.47:1.40:2.09:2.10:2.42:2.08:2.97:3.08:2.50:2.54:1.29:1.16:0.94:0.80:1.92:2.04:0.15:0.22:2.36:2.27:2.57:2.93:2.61:2.55:1.02:0.87:0.57:0.69:0.84:1.00:2.90:3.01:2.42:1.75:1.78:2.40:2.15:1.27:1.50:1.37:4.37	18580.281	13658.161	6374.828	13078.836	19978.344	22942.594	11856.492	25925.998	8486.825	24160.037	22537.828	1.00:0.74:0.34:0.70:1.08:1.23:0.64:1.40:0.46:1.30:1.21	115835	Alpha-mannosidase 2C1 OS=Homo sapiens OX=9606 GN=MAN2C1 PE=1 SV=1
3391	0.011602393962900366	0.00010076770855393751	1.3097430664417633	1705	True	A0A7I2V5J8|A0A7I2V5J8_HUMAN	61.69	3.48	9	1		1053.378	1163.2915	1418.9741	1606.8632	1323.2937	1273.0929	392.06393	340.95718	316.4747	382.193	812.69025	868.1779	661.2491	866.52515	580.7712	449.17166	470.94272	363.52176	704.7419	1078.0529	1129.1531	1240.2104	917.0209	996.31445	939.5647	940.09766	1072.6222	811.10406	907.1709	1109.9231	2373.1394	1149.2744	1863.1411	1355.9404	1703.5135	1875.1089	1980.7324	2270.6335	2052.5454	2300.378	189.9707	307.47934	86.144844	189.33014	355.44983	0.0	125.09742	135.0714	819.8737	1389.9869	2288.9875	2280.7031	3073.8594	2746.692	368.01013	0.0	0.0	2132.2344	2166.1262	2745.859	2752.8792	1289.6653	1100.4368	1000.31335	149.87175	1.00:1.10:1.35:1.53:1.26:1.21:0.37:0.32:0.30:0.36:0.77:0.82:0.63:0.82:0.55:0.43:0.45:0.35:0.67:1.02:1.07:1.18:0.87:0.95:0.89:0.89:1.02:0.77:0.86:1.05:2.25:1.09:1.77:1.29:1.62:1.78:1.88:2.16:1.95:2.18:0.18:0.29:0.08:0.18:0.34:0.00:0.12:0.13:0.78:1.32:2.17:2.17:2.92:2.61:0.35:0.00:0.00:2.02:2.06:2.61:2.61:1.22:1.04:0.95:0.14	1306.4822	518.7595	565.3636	1010.9156	963.41376	1720.0197	1516.9565	178.21872	2100.017	1555.4569	1506.5042	1.00:0.40:0.43:0.77:0.74:1.32:1.16:0.14:1.61:1.19:1.15	22184	Nucleophosmin OS=Homo sapiens OX=9606 GN=NPM1 PE=1 SV=1
3451	0.0001871170304268361	2.0797826751810425e-07	1.2625080196417109	471	True	O00469|PLOD2_HUMAN	25.74	0.95	24	1		728.2132	840.2811	784.15607	746.53784	882.5428	825.6884	516.60645	378.66287	403.69247	278.59747	1343.8124	1215.2146	355.85657	315.00836	266.3211	281.90265	397.8093	371.14807	829.7114	1061.6797	758.4346	774.50665	1211.3851	1238.9163	1326.0222	1506.8884	1271.3402	1149.251	1177.2705	905.69165	1118.6309	1040.5648	929.9964	826.68896	939.9939	1127.0415	1103.663	978.74475	996.5378	951.95496	166.99342	1600.6158	1314.9565	1245.9867	1426.2587	1052.8903	151.83511	1173.3599	916.9065	1228.404	993.7144	1012.7915	1104.3308	1351.931	1088.3523	316.58298	341.04626	1076.6827	1200.4141	1172.9442	972.35126	1150.4003	673.46747	296.8563	536.212	1.00:1.15:1.08:1.03:1.21:1.13:0.71:0.52:0.55:0.38:1.85:1.67:0.49:0.43:0.37:0.39:0.55:0.51:1.14:1.46:1.04:1.06:1.66:1.70:1.82:2.07:1.75:1.58:1.62:1.24:1.54:1.43:1.28:1.14:1.29:1.55:1.52:1.34:1.37:1.31:0.23:2.20:1.81:1.71:1.96:1.45:0.21:1.61:1.26:1.69:1.36:1.39:1.52:1.86:1.49:0.43:0.47:1.48:1.65:1.61:1.34:1.58:0.92:0.41:0.74	801.2366	689.431	331.341	979.1056	1222.744	997.1527	966.4183	1060.8812	1101.3464	804.61566	800.3719	1.00:0.86:0.41:1.22:1.53:1.24:1.21:1.32:1.37:1.00:1.00	84686	Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2 OS=Homo sapiens OX=9606 GN=PLOD2 PE=1 SV=2
3782	0.014396399861331557	0.00016754538660920866	0.4248040078994997	68	True	P48681|NEST_HUMAN	30.65	49.48	67	67	Carbamidomethylation; Deamidation (NQ); Oxidation (M)	58468.195	57554.92	66232.4	65852.67	69507.266	67266.0	50243.344	48896.344	56547.438	56074.83	65457.363	65872.734	50512.29	47916.47	46886.53	45438.207	53788.074	54011.758	59091.203	60588.387	59034.92	57883.633	54020.54	52958.22	61249.54	57175.355	60155.75	60580.414	65404.504	64059.387	49785.508	49692.723	56000.965	57303.652	59339.16	60172.79	54996.14	55818.633	54233.855	55074.383	21902.332	22342.27	64251.5	61706.945	58790.406	60889.863	56250.902	56584.125	58120.703	56495.227	53898.562	53283.734	71501.3	71842.69	55270.805	55265.71	48415.33	43211.055	41964.996	55077.27	56344.016	59795.79	60400.29	60403.54	52351.434	1.00:0.98:1.13:1.13:1.19:1.15:0.86:0.84:0.97:0.96:1.12:1.13:0.86:0.82:0.80:0.78:0.92:0.92:1.01:1.04:1.01:0.99:0.92:0.91:1.05:0.98:1.03:1.04:1.12:1.10:0.85:0.85:0.96:0.98:1.01:1.03:0.94:0.95:0.93:0.94:0.37:0.38:1.10:1.06:1.01:1.04:0.96:0.97:0.99:0.97:0.92:0.91:1.22:1.23:0.95:0.95:0.83:0.74:0.72:0.94:0.96:1.02:1.03:1.03:0.90	64146.906	57182.008	49758.887	57262.82	61437.492	55382.465	44061.27	59745.625	60857.035	48825.58	57395.39	1.00:0.89:0.78:0.89:0.96:0.86:0.69:0.93:0.95:0.76:0.89	177439	Nestin OS=Homo sapiens OX=9606 GN=NES PE=1 SV=2
3799	0.018371738076296853	0.00023953782383484592	0.43126664043606766	2326	True	P13807|GYS1_HUMAN	40.49	11.67	5	5	Carbamidomethylation	4239.2554	3705.0596	4517.7607	4997.753	3875.5276	4510.262	3764.476	4250.178	4465.858	3846.4243	3182.0007	3592.483	3413.8245	3228.2886	2724.302	2937.9802	3272.3708	3256.878	3468.2844	3601.271	3973.8625	5126.0938	4180.7007	5015.951	3118.3025	3156.912	3825.4077	3816.429	3152.2188	3252.5742	2705.046	2695.198	3452.6519	3324.2878	3150.4346	3195.5762	3909.0142	3712.0525	3511.4812	3609.2646	1143.0742	1318.3894	2669.5273	2689.9685	1544.0526	2031.171	3023.1626	2307.3909	3465.9177	3525.254	3025.992	3032.847	5140.506	4552.2407	3331.2573	4081.0657	3186.2773	4175.179	4055.7808	3847.9097	3315.5771	4053.7754	4615.643	4444.8706	3423.571	1.00:0.87:1.07:1.18:0.91:1.06:0.89:1.00:1.05:0.91:0.75:0.85:0.81:0.76:0.64:0.69:0.77:0.77:0.82:0.85:0.94:1.21:0.99:1.18:0.74:0.74:0.90:0.90:0.74:0.77:0.64:0.64:0.81:0.78:0.74:0.75:0.92:0.88:0.83:0.85:0.27:0.31:0.63:0.63:0.36:0.48:0.71:0.54:0.82:0.83:0.71:0.72:1.21:1.07:0.79:0.96:0.75:0.98:0.96:0.91:0.78:0.96:1.09:1.05:0.81	4307.603	3850.2368	3138.9407	4227.694	3386.974	3087.199	2867.2126	2377.5454	3790.4595	3765.912	3950.2244	1.00:0.89:0.73:0.98:0.79:0.72:0.67:0.55:0.88:0.87:0.92	83786	Glycogen [starch] synthase, muscle OS=Homo sapiens OX=9606 GN=GYS1 PE=1 SV=2
